alter_name,copyright_year,description,duration,genre,high,img,low,medium,name,origin,id
Đối Mặt,2017,"
                  Bộ phim kể về anh chàng Neil là người lính điều khiển máy bay không người lái, anh thường thực hiện những chuyến bay bí mật theo lệnh, trong đó có vụ bắn chết 1 gia đình tên Hồi giáo cực đoan từ trên không, sau đó quay trở lại cuộc sống gia đình ở ngoại thành - không có vợ hoặc con trai biết về cuộc sống bí mật của anh. Sự việc cứ tiếp diễn như vậy cho đến khi một doanh nhân Pakistan bí ẩn là Imir đến tìm gặp Neil. Imir tin là Neil chịu trách nhiệm về cái chết của gia đình anh ta nên anh ta đã bí mật theo dõi gia đình Neil. Neil không biết rằng hắn là tên Hồi giáo cực đoan đang thực hiện một âm mưu khủng bố thông qua gia đình Neil.
                ",91 phút,Giật Gân,https://lh3.googleusercontent.com/dFulOG6PxgyOgqStS6i1gZPDtenP8T83GxXi5q0UgUbUvURr35wzbM3Qr7JQyU9bhQe4m8_LyGzHQWqmQ20dPQ6e58ehN-WB_CCM0BAJZSz9HB9mVndils8-2upMBC0pRfn9VSRFQq4=m37,http://static.tamnhinso.info/posters/drone.jpg,https://lh3.googleusercontent.com/dFulOG6PxgyOgqStS6i1gZPDtenP8T83GxXi5q0UgUbUvURr35wzbM3Qr7JQyU9bhQe4m8_LyGzHQWqmQ20dPQ6e58ehN-WB_CCM0BAJZSz9HB9mVndils8-2upMBC0pRfn9VSRFQq4=m18,https://lh3.googleusercontent.com/dFulOG6PxgyOgqStS6i1gZPDtenP8T83GxXi5q0UgUbUvURr35wzbM3Qr7JQyU9bhQe4m8_LyGzHQWqmQ20dPQ6e58ehN-WB_CCM0BAJZSz9HB9mVndils8-2upMBC0pRfn9VSRFQq4=m22,Drone,Mỹ,25
Kamen Rider Bình Thành Thế Hệ: Tiến Sĩ Pac-Man VS Ex-Aid Và Ghost Cùng Các Rider Huyền Thoại,2016,"
                  Là movie mùa đông bắt chéo giữa 2 series Kamen Rider Ghost và Kamen Rider Ex-Aid. Một loại vi-rút tên Pac-Man đã lây lan khắp Nhật Bản từ mạng không gian. Các Kamen Rider cùng nhau ngăn chặn loại vi-rút này phá hoại thêm bằng cách tìm ra nguồn gốc của chúng.
                ",89 phút,Hành Động,,http://static.tamnhinso.info/posters/kamen_rider_heisei_generations__dr__pac_man_vs__ex_aid___ghost_with_legend_rider.jpg,https://lh3.googleusercontent.com/hUn1xJPqjyaWM5HZ8G88Qlw-1oeJsGUY8zFmzRihTKLNhiGiyc6YeLVAQHSqOM7mISaETuRu9rbSN8aKS63jE-nM_B3cEeiCCtIKhW6AEdbwhoVLK2Fm3LH_KJsQANE8e19yPU9Bl8I=m18,https://lh3.googleusercontent.com/hUn1xJPqjyaWM5HZ8G88Qlw-1oeJsGUY8zFmzRihTKLNhiGiyc6YeLVAQHSqOM7mISaETuRu9rbSN8aKS63jE-nM_B3cEeiCCtIKhW6AEdbwhoVLK2Fm3LH_KJsQANE8e19yPU9Bl8I=m22,Kamen Rider Heisei Generations: Dr. Pac-Man vs. Ex-Aid & Ghost with Legend Rider,Nhật Bản,26
Chú Chó Max 2: Người Hùng Nhà Trắng,2017,"
                  Max được giao cho Nhà Trắng để thay thế cho chú chó phục vụ bí mật trước đây là Butch đang nghỉ thai sản. Tại đây, Max gặp TJ, một cậu bé 12 tuổi, chính là người con trai của Tổng thống. Bởi quyền lực của cha mình là không giống những người bình thường hay nói cách khác là người to nhất của cả một quốc gia, vì thế mà TJ đang cố gắng để phù hợp với cuộc sống bình thường, cậu muốn được giống như những đứa trẻ khác và tất nhiên là hòa đồng được với mọi người. 

Trong chuyến thăm chính thức của Tổng thống Nga cùng con gái của ông ta tên là Alexandra (Alex), TJ được yêu cầu chơi cùng cô bé trong thời gian 2 cha con lưu trú tại đây. Không khó để TJ kết bạn với Alex, nhưng khi những rắc rối nảy sinh bởi thân phận đặc biệt của cả 2 người này thì Chú chó Max chính là vị cứu tinh của tất cả mọi người...
                ",85 phút,"Phiêu Lưu,Gia Đình",,http://static.tamnhinso.info/posters/max_2__white_house_hero.jpg,https://lh3.googleusercontent.com/0Vq37UaiQbSeiBrHpJ2nLJvSIVvwUsj8Xqz9v9JjHfSG-aMqdf0x17eMMLP2omK6EBy4JHrPG9xGWsMYgyVo0PTFVut8c5ht6X4-r1JzScn7UiMqqcHQ1DlYgB80yFaKBcAwlCSt9Pk=m18,https://lh3.googleusercontent.com/0Vq37UaiQbSeiBrHpJ2nLJvSIVvwUsj8Xqz9v9JjHfSG-aMqdf0x17eMMLP2omK6EBy4JHrPG9xGWsMYgyVo0PTFVut8c5ht6X4-r1JzScn7UiMqqcHQ1DlYgB80yFaKBcAwlCSt9Pk=m22,Max 2: White House Hero,Mỹ,27
Giũ Bỏ Quá Khứ,2016,"
                  Một dân xã hội đen cố gắng từ bỏ quá khứ tội phạm của mình để có một cuộc sống bình thường với gia đình, nhưng liệu anh có thể làm được không khi mà xung quanh anh vẫn còn đầy những mưu mô hiểm họa của tội phạm...
                ",99 phút,"Hành Động,Tâm Lý,Hình Sự",,http://static.tamnhinso.info/posters/trespass_against_us.jpg,,,Trespass Against Us,Mỹ,28
Thịt Người,2016,"
                  Raw kể về cô sinh viên Justine, buộc phải vào học ngành thú y theo nguyện vọng của gia đình. Justine vốn là người ăn chay, thế nhưng khi vào trường cô bị ép ăn thịt. Sự thay đổi này đã nhen nhóm một cảm giác kỳ lạ về máu thịt trong con người Justine, khiến cô bộc lộ những bản năng nguyên thủy đen tối nhất.
                ",99 phút,"Tâm Lý,Kinh Dị",,http://static.tamnhinso.info/posters/raw.jpg,https://lh3.googleusercontent.com/dIjD4pPoBeLhTwtpnSnD1Mgkk2MVflpXPudoinoLuLDzq8NIebIdNPw4kEBudjMZ8jHkNnfMfR6BJwGZSdi9O7NlYYcij4SaebCmD_dpz4TBaq1QTDwURfg8R2rZ_ILC-mABMYeW_ug=m18,https://lh3.googleusercontent.com/dIjD4pPoBeLhTwtpnSnD1Mgkk2MVflpXPudoinoLuLDzq8NIebIdNPw4kEBudjMZ8jHkNnfMfR6BJwGZSdi9O7NlYYcij4SaebCmD_dpz4TBaq1QTDwURfg8R2rZ_ILC-mABMYeW_ug=m22,Raw,Pháp,29
Sa Mạc Sahara,2017,"
                  Có hai loài rắn ở thung lũng sa mạc: loài rắn xanh xinh đẹp sống dưới vòm ốc đảo và loài rắn độc sống trong cát bụi, bị săn bắn bởi Tuaregs. Đây là câu chuyện về Ajar, một con rắn độc và Eva, công chúa nổi loạn của ốc đảo, cô muốn chạy trốn khỏi một cuộc hôn nhân sắp đặt. Hai người vô tình gặp nhau và yêu nhau. Nhưng rồi, Eva bị bắt cóc bởi Tuaregs. Ajar cùng với người bạn thân nhất của cô phải vượt qua Sahara khốc liệt để cứu Eva khỏi số phận khủng khiếp đang chờ cô.
                ",86 phút,"Hoạt Hình,Phiêu Lưu",https://lh3.googleusercontent.com/Cw6hyh5Arl2tCEKho7dmOowx7pm21Hj18w_QeN3MMHVWMkxT3GGNRqplBgYZ77JDE_wABUtgXV1ESIrA0PK7l94geMLELH261-4N2pAWV9yK7Wd_FyybYskP_G8Nozow01_xqBt2_4g=m37,http://static.tamnhinso.info/posters/sahara.jpg,https://lh3.googleusercontent.com/Cw6hyh5Arl2tCEKho7dmOowx7pm21Hj18w_QeN3MMHVWMkxT3GGNRqplBgYZ77JDE_wABUtgXV1ESIrA0PK7l94geMLELH261-4N2pAWV9yK7Wd_FyybYskP_G8Nozow01_xqBt2_4g=m18,https://lh3.googleusercontent.com/Cw6hyh5Arl2tCEKho7dmOowx7pm21Hj18w_QeN3MMHVWMkxT3GGNRqplBgYZ77JDE_wABUtgXV1ESIrA0PK7l94geMLELH261-4N2pAWV9yK7Wd_FyybYskP_G8Nozow01_xqBt2_4g=m22,Sahara,Pháp,30
Hiệu Ứng Bóng Ma,2017,"
                  Phim Hiệu Ứng Bóng Ma - The Shadow Effect 2017: Gabriel sớm nhận ra những kẻ anh giết trong giấc mơ của mình thì ngoài đời họ đều nhận một kết quả tương tự sau khi tham gia một chương trình thí nghiệm của chính phủ. Khi mọi chuyện trở nên quá nghiêm trọng và không thể kiểm soát, Gabriel quyết định phải đối mặt với sự thật và phải kết thúc nó.
                ",93 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/the_shadow_effect.jpg,,,The Shadow Effect,Mỹ,31
Sát Nhân Giấu Mặt,2016,"
                  Phim theo chân Takakura, một cựu thám tử nhận lời đề nghị điều tra vụ án bí ẩn chìm trong bóng tối suốt 6 năm từ đồng nghiệp cũ Nogami. Đầu mối duy của anh là Saki, cô gái duy nhất còn sống sót sau sự vụ. Cùng lúc đó, gia đình hàng xóm của Takakura lại xảy ra chuyện khó hiểu khi cô con gái tuổi teen bất ngờ cho rằng mình không hề quen biết người cha đang sống trong nhà.
                ",130 phút,"Giật Gân,Hình Sự",,http://static.tamnhinso.info/posters/creepy.jpg,https://lh3.googleusercontent.com/4ZlENaW_Y4rQR7OPorDxfUvFlgluya_3ciSyyjXq1Ly0eAQizL9_keoPzw78i6jCenLMGUpj5lqjBclm0kynxH4kBiqvzSAlgLGZe8xkB4TZTZu0EznJtAZH5uElVhSKEbdcsbWVGWY=m18,https://lh3.googleusercontent.com/4ZlENaW_Y4rQR7OPorDxfUvFlgluya_3ciSyyjXq1Ly0eAQizL9_keoPzw78i6jCenLMGUpj5lqjBclm0kynxH4kBiqvzSAlgLGZe8xkB4TZTZu0EznJtAZH5uElVhSKEbdcsbWVGWY=m22,Creepy,Nhật Bản,32
Bằng Chứng Vô Tội: Lá Thư Của Một Tử Tù,2016,"
                  Giám đốc của một văn phòng luật sư, Choi Pil Jae (Kim Myung Min) là một cựu thanh tra. Một ngày, Choi Pil Jae nhận được một lá thư được gửi từ trong tù, đề cập một tù nhân tên Kwon Soon Tae (Kim Sang Ho) khăng khăng mình vô tội. Choi Pil Jae nhận ra thanh tra đảm nhận vụ án này từng là đối thủ của mình. Để trả tư thù, anh ta bắt đầu bắt tay vào điều tra vụ án.
                ",120 phút,"Tâm Lý,Hình Sự",,http://static.tamnhinso.info/posters/proof_of_innocence.jpg,,,Proof of Innocence,Hàn Quốc,33
Mã Gen Bí Ẩn,2016,"
                  Phim Mã Gen Bí Ẩn (2016): Renee Morgan (Noomi Rapace), một người mẹ đơn thân sống với cậu con trai nhỏ 12 tuổi của cô tại vùng ngoại ô yên tĩnh, Renee không hề biết rằng từng cử chỉ hành động của cô đều bị theo dõi bởi một nhóm người lạ bí ẩn. Khi con trai của cô đang ở cùng với cha của cậu, Renee bị bắt cóc và đưa đến một phòng thí nghiệm cách xa nơi sinh sống. Những kẻ bắt cóc nói với Renee rằng cơ thể cô được cấu thành bởi ADN của một chủng tộc cổ xưa từ ngoài hành tinh. Việc chống chọi với những nỗi sợ hãi cùng cực nhất sẽ làm cho các tế bào bị vỡ và giải phóng thực thể ngoài hành tinh bên trong cô – với điều kiện cô sống sót. Renee bị buộc phải chịu đựng những thí nghiệm đau đớn với nỗi sợ lớn nhất của cô – loài nhện. Vượt qua tất cả những thử thách kinh hoàng, các tế bào Renee của biến đổi và cô biến thành một người ngoài hành tinh khổng lồ. Trong khi đó, đám người lạ bí ẩn có kế hoạch xâm chiếm Trái đất với các loài ngoại lai phục sinh. Họ đưa Renee trở về nhà của cô trong hình dạng con người, lúc này cô phải đấu tranh tâm lý giữa hai lựa chọn rằng nên bảo vệ con trai của cô – hoặc cho phép cậu giải phóng dòng máu ngoài hành tinh đang chảy trong cơ thể nhỏ bé ấy.
                ",102 phút,"Viễn Tưởng,Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/rupture.jpg,https://lh3.googleusercontent.com/2n10SqPltZ-6StPQkEBJD2nS26goaJTnH4JrAjcG9-oaoaagHW8LqDnMcm1ASKOgsrmTHvGANU0rKMWRcxaUiV2JywwT1XuRoRZ4NveATLAftxr4G33zvARA3krfZQ2AGRLwguuOdT0=m18,https://lh3.googleusercontent.com/2n10SqPltZ-6StPQkEBJD2nS26goaJTnH4JrAjcG9-oaoaagHW8LqDnMcm1ASKOgsrmTHvGANU0rKMWRcxaUiV2JywwT1XuRoRZ4NveATLAftxr4G33zvARA3krfZQ2AGRLwguuOdT0=m22,Rupture,Mỹ,34
Quá Nhanh Quá Nguy Hiểm 8,2017,"
                  Dom và Letty hiện đang đi hưởng tuần trăng mật. Brian cùng Mia đã quyết định từ giã sự nghiệp. Các thành viên còn lại của nhóm cũng đã được minh oan và dần trở về với cuộc sống bình thường. Nhưng một người phụ nữ bí ẩn (do nữ diễn viên đoạt giải Oscar Charlize Theron thủ vai) đã dẫn dụ Dom vào thế giới tội phạm mà anh dường như không thể thoát ra được và thậm chí phản bội lại cả những người thân thiết nhất, họ sẽ phải trải qua những thử thách cam go mà họ chưa từng đối mặt.

Từ bờ biển Cuba tới những con phố của New York cho đến đồng bằng băng giá của vùng cực biển Barents, đội ngũ ưu tú này sẽ tung hoành ngang dọc khắp địa cầu để ngăn chận âm mưu làm thế giới hỗn loạn của một kẻ vô chính phủ và mang người đàn ông đã gắn kết họ thành một gia đình trở về.
                ",136 phút,"Hành Động,Hình Sự,Phiêu Lưu,Thuyết minh",,http://static.tamnhinso.info/posters/fast_and_furious_8__the_fate_of_the_furious.jpg,,,Fast and Furious 8: The Fate of the Furious,Mỹ,35
Lỗ Hổng,2016,"
                  Một tài liệu tập trung vào Stuxnet, một phần của phần mềm độc hại cho máy tính tự sao chép mà Mỹ và Israel đã phát động để tiêu diệt một phần quan trọng của một cơ sở hạt nhân của Iran, và cuối cùng đã lan rộng ra ngoài mục tiêu dự định của nó.
                ",116 phút,Tài Liệu,,http://static.tamnhinso.info/posters/zero_days.jpg,https://lh3.googleusercontent.com/4BD14EVb9Jo6nSAuKiyxUaDt4x6YVnIlQD3nlzGMCuTwGAl7JBn9BCFryy_MpsWWLlCwREAx_Oc6iLsnWGvgAgqZvYSOy5wyKU1-Rq_AZVFMGykBzTZZ5hPYqPpNfKQjIajWTEAhm3c=m18,https://lh3.googleusercontent.com/4BD14EVb9Jo6nSAuKiyxUaDt4x6YVnIlQD3nlzGMCuTwGAl7JBn9BCFryy_MpsWWLlCwREAx_Oc6iLsnWGvgAgqZvYSOy5wyKU1-Rq_AZVFMGykBzTZZ5hPYqPpNfKQjIajWTEAhm3c=m22,Zero Days,Mỹ,36
Khủng Bố Quốc Tế,2017,"
                  Bộ phim xoay quanh đội đặc nhiệm hải quân nước Anh theo dõi và ngăn chặn một nhóm tội phạm âm mưu khủng bố quốc gia...
                ",95 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/stratton.jpg,,,Stratton,Anh,37
Mất Tích,2016,"
                  Ji Sun (Uhm Ji Won) và người chồng là một tiến sĩ vật lý học đang trong cuộc chiến giành quyền nuôi cô con gái Da Eun. Vừa làm việc tại một công ty quảng cáo, Ji Sun vừa phải giành thời gian cho con gái và cuối cùng đã giành được quyền nuôi Da Eun. Cô thue một cô giữ trẻ người lai Hàn Hoa là Han Mae để giúp trông coi Da Eun.
Một buổi tối, sau khi Ji Sun trở về nhà từ chỗ làm, cô phát hiện Han Mae và Da Eun không có trong nhà. Ji Sun tìm kiếm con gái trong tuyệt vọng. Cùng với đó, câu chuyện bí ẩn đằng sau Han Mae dần dần được tiết lộ.
                ",100 phút,,,http://static.tamnhinso.info/posters/missing.jpg,,,Missing,Hàn Quốc,38
Tây Du Ký: Mối Tình Ngoại Truyện 2,2017,"
                  Là phần tiếp theo của bom tấn từng làm mưa làm gió phòng vé 2013, câu chuyện bắt đầu sau khi Đường Tăng (Ngô Diệc Phàm) thu phục được Tôn Ngộ Không (Lâm Canh Tân). Cùng 2 đồ đệ khác là Trư Bát Giới (Dương Nhất Huy) và Sa Tăng (Mengke Bateer), nhóm thầy trò lên đường sang Tây Thiên thỉnh kinh. 

Tuy nhiên bản chất yêu quái vẫn chưa mất đi khiến của 3 đồ đệ chưa hoàn toàn phục tùng sư phụ. Ngược lại Đường Tăng vẫn tiếc nuối mối tình dang dở với Đoạn tiểu thư (Thư Kỳ) và chưa quên được đại đồ đệ của mình đã giết chết nàng. 4 thầy trò ngoài mặt biểu hiện rất hài hòa nhưng kỳ thực vẫn âm thầm đối kháng lẫn nhau.

Mâu thuẫn tăng cao khi họ gặp nàng ca nữ xinh đẹp Tiểu Thiện (Lâm Doãn). Tôn Ngộ Không cho rằng nàng là yêu tinh và muốn trừ khử còn Đường Tăng lại cảm mến vì nàng gợi nhớ đến người tình cũ.
                ",109 phút,"Viễn Tưởng,Hài Hước,Phiêu Lưu,Thuyết minh",https://lh3.googleusercontent.com/t_RYnxRijgO9dDKPDI3SPw8Pe89w1fyHs0BEuTYXuQG37J-4Raj_QP0CU6ULSsjAJgF8S-9lqEMweCq4CoT2g-55ePmSk0uHQLuWRFXburBD2_ybtphZunVMAvx1f0QLcDHjbqPv0KA=m37,http://static.tamnhinso.info/posters/journey_to_the_west__demon_chapter.jpg,https://lh3.googleusercontent.com/t_RYnxRijgO9dDKPDI3SPw8Pe89w1fyHs0BEuTYXuQG37J-4Raj_QP0CU6ULSsjAJgF8S-9lqEMweCq4CoT2g-55ePmSk0uHQLuWRFXburBD2_ybtphZunVMAvx1f0QLcDHjbqPv0KA=m18,https://lh3.googleusercontent.com/t_RYnxRijgO9dDKPDI3SPw8Pe89w1fyHs0BEuTYXuQG37J-4Raj_QP0CU6ULSsjAJgF8S-9lqEMweCq4CoT2g-55ePmSk0uHQLuWRFXburBD2_ybtphZunVMAvx1f0QLcDHjbqPv0KA=m22,Journey to the West: Demon Chapter,"Trung Quốc,Hồng Kông",39
Biệt Đội Mãnh Hổ,2016,"
                  Railroad Tigers là bộ phim hành động, lịch sử được nhiều người chờ đón. Năm 1941, trong bối cảnh Trung Quốc thù trong giặc ngoài, một công nhân đường sắt Trung Quốc đã dẫn dắt những anh em có cùng chí hướng để chống lại quân Nhật, cướp lấy thực phẩm cứu khổ tế bần. Trước tình hình đó, quân đội Nhật bắt đầu gửi thêm quân đội tới đàn áp khiến đội Mãnh Hổ gặp vô vàn khó khăn. Đây là bộ phim võ thuật tiếp theo của “ông vua” Thành Long, phim còn có sự tham gia của nam diễn viên thực lực trẻ tuổi Vương Đại Lục và cựu thành viên nhóm nhạc EXO- Hoàng Tử Thao.
                ",124 phút,"Hành Động,Hài Hước,Thuyết minh",,http://static.tamnhinso.info/posters/railroad_tigers.jpg,https://lh3.googleusercontent.com/g5rL0Tifdr_8TkRaezwmvzxzGNcY82hxuOoG6J0R_dKSA933-gw5LSrqmd4emqtDcIjyBmOc3JFIp1aWqWeMeMdiDb67iBdz-ToypYyvccj3v-MHsvb-LwzOEWiTTLEXS2fINqc70Zc=m18,https://lh3.googleusercontent.com/g5rL0Tifdr_8TkRaezwmvzxzGNcY82hxuOoG6J0R_dKSA933-gw5LSrqmd4emqtDcIjyBmOc3JFIp1aWqWeMeMdiDb67iBdz-ToypYyvccj3v-MHsvb-LwzOEWiTTLEXS2fINqc70Zc=m22,Railroad Tigers,"Trung Quốc,Hồng Kông",40
Vụ Án Chấn Động,2016,"
                  Moo Hyuk (Jo Jung Suk) đang trong tình cảnh sắp mất việc cũng như đổ vỡ trong hôn nhân. Anh nhận được một mẩu giấy nhắn từ một tên sát nhân hàng loạt và công bố tin tức sốt dẻo về vụ án này. Sau đó, Moo Hyuk mới biết trên mẩu giấy nhắn đó thực chất là một trích dẫn trong cuốn tiểu thuyết Trung Quốc với tựa đề ""Vụ án giết người Liang Chen"".
Trong khi đó, ban tin tức không hề hay biết sự thật, vẫn chầu chực bản báo cáo về vụ án của Moo Hyuk, phía cảnh sát thì gây áp lực để có thêm thông tin. Một nhân chứng chứng kiến toàn bộ sự thật xuất hiện, khiến mọi chuyện thậm chí còn tồi tệ hơn.
Một vụ giết người thật sự bắt đầu theo bản báo cáo sai sự thật của Moo Hyuk.
                ",125 phút,Hài Hước,,http://static.tamnhinso.info/posters/the_exclusive__beat_the_devil_s_tattoo_.jpg,,,The Exclusive: Beat The Devil’s Tattoo,Hàn Quốc,41
Dưới Đáy Đại Dương,2017,"
                  Hai chị em đi nghỉ mát ở Mexico bị mắc kẹt trong một cái lồng cá ở đáy đại dương, với ít hơn một giờ oxy còn lại và những con cá mập trắng lớn đang bơi vòng quanh gần đó...
                ",87 phút,"Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/47_meters_down.jpg,,,47 Meters Down,Mỹ,42
Anh Chàng Raees,2017,"
                  Raees được thiết lập vào đầu những năm 80 và 90 ở bang Gujarat, Ấn Độ. Đó là một câu chuyện hư cấu của một người đàn ông, Raees, những người xây dựng cả một đế chế từ đầu. Đó là một câu chuyện về sự trỗi dậy của mình và mối quan hệ của mình, giúp anh trở thành người đàn ông mạnh mẽ duy nhất trong tiểu bang.
                ",143 phút,"Hành Động,Tâm Lý,Hình Sự",,http://static.tamnhinso.info/posters/raees.jpg,https://lh3.googleusercontent.com/iv298SfQlvdtJ5PhumUvt2fMpKYyY9pBvhOfCf8pOBIOnnbhq8M8wN4fma5nLKhsmVwd7-3FCpM5genZJsSTOdn-Y7FjjOmxy89AwUZ3Zm_wxpdxdKk40Pzdox-8k3YaKjdJK1gPrRI=m18,https://lh3.googleusercontent.com/iv298SfQlvdtJ5PhumUvt2fMpKYyY9pBvhOfCf8pOBIOnnbhq8M8wN4fma5nLKhsmVwd7-3FCpM5genZJsSTOdn-Y7FjjOmxy89AwUZ3Zm_wxpdxdKk40Pzdox-8k3YaKjdJK1gPrRI=m22,Raees,Ấn Độ,43
Còn Quá Trẻ Để Chết,2016,"
                  Học sinh cấp 3 Daisuke (Ryunosuke Kamiki) thầm thương một bạn cùng lớp tên là Hiromi. Trên đường đi thăm quan, chiếc xe buýt chở cả trường gặp tai nạn. Khi Daisuke tỉnh dậy, cậu nhận ra mình đang ở Địa Ngục. Cậu băn khoăn với lòng mình rằng “Tại sao có mình tôi? Tôi còn quá trẻ để chết, còn chưa hôn được miếng nào nữa.” Và rồi, Killer K (Tomoya Nagase) xuất hiện trước mặt Daisuke. Killer K là chủ xị của ban nhạc Hellzu của THPT Nông Nghiệp Địa Ngục. Để trở về cõi sống và thổ lộ tình cảm của mình dành cho Hiromi, Daisuke đã phải chấp nhận sự huấn luyện đặc biệt của Killer K.
                ",126 phút,"Hài Hước,Tình Cảm",,http://static.tamnhinso.info/posters/too_young_to_die___wakakushite_shinu_.jpg,https://lh3.googleusercontent.com/0Qe30QJskfAF2RsCNZ-mLtFqH_LgCJPTs9kOBuX2ZehwgFXfkLSfmIx9Mjgaw7BFS6zm3Awh4B8TGtlUNWE_MfeEMfqeq6PUlHIRHN5Y684gzngXyDV6kXGZtkkHLbncBtg1tz4WwN0=m18,https://lh3.googleusercontent.com/0Qe30QJskfAF2RsCNZ-mLtFqH_LgCJPTs9kOBuX2ZehwgFXfkLSfmIx9Mjgaw7BFS6zm3Awh4B8TGtlUNWE_MfeEMfqeq6PUlHIRHN5Y684gzngXyDV6kXGZtkkHLbncBtg1tz4WwN0=m22,Too Young To Die! (Wakakushite Shinu),Nhật Bản,44
